young,9
age,8
another,8
barnardo,8
blacke,8
breake,8
came,8
common,8
conscience,8
custome,8
deed,8
duty,8
euery,8
fall,8
fashion,8
fell,8
fran,8
ground,8
hither,8
husband,8
ioy,8
kings,8
lay,8
light,8
lost,8
lye,8
maiesty,8
men,8
on't,8
pale,8
power,8
queen,8
seeke,8
seemes,8
sight,8
sister,8
sit,8
soft,8
teares,8
thousand,8
top,8
whole,8
wife,8
wilt,8
woe,8
worke,8
yong,8
almost,7
bad,7
bar,7
beseech,7
bin,7
borne,7
brother,7
charge,7
desire,7
dust,7
gaue,7
giues,7
grow,7
hamlets,7
hope,7
knowne,7
law,7
lesse,7
letters,7
lookes,7
maiestie,7
memory,7
musicke,7
noise,7
obey,7
receiue,7
shame,7
shewes,7
sound,7
sure,7
takes,7
thanke,7
through,7
times,7
too't,7
wee,7
woman,7
anon,6
backe,6
beard,6
begge,6
begin,6
bid,6
buried,6
cast,6
christian,6
circumstance,6
cold,6
crowne,6
damned,6
dane,6
dangerous,6
danish,6
dayes,6
double,6
drown'd,6
dumbe,6
effect,6
enough,6
false,6
fare,6
fat,6
foole,6
fortunes,6
generall,6
gods,6
gracious,6
ho,6
home,6
honor,6
hot,6
ill,6
keepes,6
laugh,6
list,6
lordship,6
loues,6
maid,6
marriage,6
mothers,6
moue,6
mouth,6
needs,6
neither,6
note,6
pardon,6
peece,6
place,6
poyson,6
proofe,6
quicke,6
ranke,6
round,6
sayes,6
scull,6
season,6
seruice,6
shape,6
sorrow,6
table,6
touch,6
truth,6
vnderstand,6
vowes,6
wager,6
water,6
withall,6
wits,6
writ,6
wrong,6
yours,6
adue,5
alexander,5
ambition,5
arme,5
audience,5
beast,5
behinde,5
blessing,5
bound,5
braine,5
braines,5
brought,5
buriall,5
carriages,5
cocke,5
commission,5
conceit,5
confesse,5
countenance,5
course,5
cries,5
damn'd,5
desperate,5
discourse,5
disposition,5
doo't,5
dread,5
dreame,5
drowne,5
dull,5
dutie,5
dye,5
e'ene,5
fellowes,5
fie,5
flesh,5
forgot,5
forth,5
found,5
foyles,5
france,5
freely,5
french,5
gainst,5
guilty,5
halfe,5
health,5
hence,5
hit,5
hoa,5
holds,5
houre,5
kingdome,5
knaue,5
lacke,5
land,5
longer,5
look,5
loose,5
lords,5
mans,5
march,5
morrow,5
naturall,5
norwey,5
onely,5
osricke,5
particular,5
passe,5
patience,5
perchance,5
perhaps,5
point,5
presently,5
prythee,5
quiet,5
report,5
returne,5
saue,5
sea,5
sense,5
shalt,5
short,5
silence,5
sing,5
slaine,5
slaue,5
sodaine,5
sometimes,5
soules,5
speak,5
spirits,5
teach,5
themselues,5
thinkes,5
told,5
treason,5
truly,5
try,5
twas,5
twelue,5
vilde,5
visage,5
vnder,5
vnto,5
warrant,5
went,5
whereon,5
wholsome,5
wicked,5
wisedome,5
yeare,5
yes,5
you'l,5
aboue,4
acte,4
affection,4
already,4
answere,4
arm'd,4
asse,4
attendant,4
awhile,4
base,4
beautie,4
begun,4
bene,4
blame,4
bloud,4
bodies,4
bones,4
bore,4
bosome,4
brow,4
buy,4
cannon,4
certaine,4
chamber,4
choose,4
closes,4
colour,4
commend,4
comming,4
consequence,4
cornelius,4
count,4
court,4
cunning,4
cup,4
cursed,4
danger,4
direct,4
discretion,4
distracted,4
diuell,4
doore,4
drift,4
ease,4
either,4
extasie,4
fast,4
fault,4
fauour,4
figure,4
fingers,4
flourish,4
flye,4
followes,4
force,4
forget,4
foure,4
frame,4
gallowes,4
gentle,4
gifts,4
glad,4
gonzago,4
growes,4
growne,4
hang,4
hearing,4
heate,4
heauy,4
hecuba,4
heeles,4
heerein,4
hide,4
honestie,4
honour,4
horrible,4
humbly,4
idle,4
image,4
imagination,4
impart,4
incestuous,4
instant,4
ist,4
kept,4
kill,4
kill'd,4
knew,4
ladies,4
lands,4
left,4
lend,4
length,4
liberty,4
lies,4
lights,4
lose,4
lou'd,4
making,4
masters,4
meant,4
meet,4
meete,4
mercy,4
messenger,4
modestie,4
moone,4
morning,4
mortall,4
motiue,4
natiue,4
next,4
nights,4
norway,4
nunnery,4
others,4
ouer,4
past,4
pate,4
priam,4
prison,4
prologue,4
quite,4
rather,4
return'd,4
reynoldo,4
rites,4
rose,4
safety,4
seal'd,4
secret,4
seeing,4
seeming,4
send,4
shal,4
shortly,4
shot,4
show,4
sings,4
sits,4
sleepes,4
sleeping,4
snow,4
spade,4
speed,4
stage,4
starre,4
start,4
stood,4
strong,4
stronger,4
t,4
tale,4
tend,4
thence,4
think,4
thrice,4
thrift,4
throw,4
tooke,4
toward,4
tragedie,4
treasure,4
trumpet,4
turn'd,4
turne,4
twice,4
twill,4
violence,4
violent,4
visit,4
vnkle,4
vnnaturall,4
warlike,4
weare,4
weepe,4
wherein,4
whereto,4
whether,4
white,4
whom,4
wide,4
wil,4
wit,4
woo't,4
would'st,4
wretched,4
yea,4
1.play,3
a-while,3
aboord,3
accident,3
actor,3
admiration,3
aduice,3
affaire,3
affliction,3
alacke,3
along,3
ambassadors,3
ambitious,3
angels,3
appear'd,3
appeare,3
appeares,3
argall,3
argument,3
arras,3
assay,3
assume,3
bap,3
beating,3
beauty,3
been,3
begger,3
bend,3
bent,3
bestow,3
bitter,3
blesse,3
bloody,3
bold,3
booke,3
bow,3
boy,3
braue,3
breefe,3
burst,3
cals,3
cap,3
carry,3
caught,3
censure,3
change,3
children,3
choyce,3
clay,3
close,3
clouds,3
clowne,3
coarse,3
command'ment,3
confession,3
consent,3
content,3
cosin,3
counsell,3
courtier,3
creatures,3
crimes,3
cry,3
dare,3
deepe,3
delight,3
delights,3
desires,3
dew,3
did'st,3
distemper,3
dreadfull,3
dreames,3
dyed,3
dyes,3
edge,3
ee'n,3
effects,3
election,3
elsonower,3
encounter,3
entertainment,3
estate,3
exercise,3
expresse,3
faine,3
faithfull,3
falles,3
faults,3
feast,3
feed,3
few,3
fight,3
fixt,3
flat,3
foolish,3
foote,3
formes,3
funerall,3
gaming,3
gather,3
generous,3
giuing,3
goodly,3
guard,3
guilt,3
hangers,3
hard,3
heartily,3
hearts,3
heauenly,3
hercules,3
high,3
hill,3
hits,3
honour'd,3
honourable,3
horse,3
house,3
hower,3
husbands,3
i'm,3
iephta,3
iest,3
if't,3
ignorance,3
imports,3
indeede,3
indifferent,3
infinite,3
inobled,3
iudge,3
iust,3
iustly,3
killes,3
kisses,3
knowes,3
lead,3
least,3
leaues,3
lets,3
